source	target	strength
T01346	R12137	0.98
T01346	R12138	0.98
T01346	R12139	0.98
T01346	R12140	0.98
T01346	R12141	0.98
T01346	R12142	0.98
T01346	R12143	0.98
T01346	R12144	0.98
T01346	R12145	0.98
T01346	R12146	0.98
T01346	R12147	0.98
T01346	R12148	0.98
T01346	R12149	0.98
T01346	R12150	0.98
T01346	R12151	0.98
T01346	R12152	0.98
T01346	R12153	0.98
T01346	R12154	0.98
T01346	R12155	0.98
T01346	R12156	0.98
T01346	R12157	0.98
T01346	R12158	0.98
T01346	R12159	0.98
T01346	R12160	0.98
T01346	R12170	0.98
T01346	R12171	0.98
T01346	R12172	0.98
T01346	R12173	0.98
T01346	R12174	0.98
T01346	R12175	0.98
T01346	R12176	0.98
T01346	R12177	0.98
T01346	R12178	0.98
T01346	R12179	0.98
T01346	R12180	0.98
T01346	R12181	0.98
T01346	R12182	0.98
T01346	R12183	0.98
T01346	R12184	0.98
T01346	R12185	0.98
T01346	R12186	0.98
T01346	R12187	0.98
T01346	R12188	0.98
T01346	R12189	0.98
T01346	R12190	0.98
T01346	R12191	0.98
T01346	R12192	0.98
T01346	R12193	0.98
T01346	R12194	0.98
T01346	R12195	0.98
T01346	R13350	0.98
T01346	R12196	0.98
T01346	R12197	0.98
T01346	R12198	0.98
T01346	R12199	0.98
T01346	R12200	0.98
T01346	R12201	0.98
T01346	R12202	0.98
T01346	R12203	0.98
T01346	R12204	0.98
T01346	R12205	0.98
T01346	R12206	0.98
T01346	R12207	0.98
T01346	R12208	0.98
T01346	R12209	0.98
T01346	R12210	0.98
T01346	R12211	0.98
T01346	R12212	0.98
T01346	R12213	0.98
T01346	R12214	0.98
T01346	R12215	0.98
T01346	R12216	0.98
T01346	R12253	0.98
T01346	R12254	0.98
T01346	R12255	0.98
T01346	R12256	0.98
T01346	R12257	0.98
T01346	R12258	0.98
T01346	R12259	0.98
T01346	R12260	0.98
T01346	R12261	0.98
T01346	R12262	0.98
T01346	R12263	0.98
T01346	R12264	0.98
T01346	R12265	0.98
T01346	R12266	0.98
T01346	R12267	0.98
T01346	R12268	0.98
T01346	R12269	0.98
T01346	R12270	0.98
T01346	R12271	0.98
T01346	R12272	0.98
T01346	R12273	0.98
T01346	R00272	0.98
T01355	R01187	0.98
T01362	R01465	0.98
T01362	R03942	0.98
T01363	R01465	0.98
T01363	R03942	0.98
T01365	R01465	0.98
T01370	R00930	0.98
T01372	R04004	0.98
T01379	R02377	0.98
T01379	R01358	0.98
T01387	R04603	0.98
T01387	R42132	0.98
T01387	R63595	0.98
T01387	R63632	0.98
T01387	R65107	0.98
T01387	R25985	0.98
T01387	R64741	0.98
T01387	R03475	0.98
T01390	R00357	0.98
T01390	R01996	0.98
T01390	R01999	0.98
T01390	R56828	0.98
T01390	R20417	0.98
T01390	R21799	0.98
T01390	R26409	0.98
T01390	R28484	0.98
T01390	R33599	0.98
T01390	R29737	0.98
T01390	R26656	0.98
T01390	R32011	0.98
T01390	R20483	0.98
T01390	R20484	0.98
T01390	R20486	0.98
T01390	R35577	0.98
T01390	R35584	0.98
T01390	R14800	0.98
T01390	R35574	0.98
T01390	R20444	0.98
T01390	R19534	0.98
T01390	R19535	0.98
T01390	R39106	0.98
T01390	R21653	0.98
T01390	R22307	0.98
T01390	R28512	0.98
T01390	R26601	0.98
T01390	R25904	0.98
T01390	R25862	0.98
T01390	R25646	0.98
T01390	R25648	0.98
T01390	R28599	0.98
T01390	R61267	0.98
T01390	R56152	0.98
T01390	R29101	0.98
T01390	R29106	0.98
T01390	R27945	0.98
T01390	R26932	0.98
T01390	R61270	0.98
T01390	R61276	0.98
T01390	R03472	0.98
T01390	R03473	0.98
T01391	R00357	0.98
T01391	R03472	0.98
T01391	R03473	0.98
T01392	R00357	0.98
T01392	R03472	0.98
T01392	R03473	0.98
T01400	R04050	0.98
T01400	R04051	0.98
T01400	R04052	0.98
T01400	R04053	0.98
T01400	R01224	0.98
T01401	R26103	0.98
T01401	R26104	0.98
T01401	R26105	0.98
T01401	R26106	0.98
T01401	R26107	0.98
T01401	R26108	0.98
T01401	R26109	0.98
T01401	R26110	0.98
T01401	R26111	0.98
T01401	R26112	0.98
T01401	R26113	0.98
T01401	R26114	0.98
T01401	R26115	0.98
T01401	R26116	0.98
T01401	R26117	0.98
T01401	R26118	0.98
T01401	R26119	0.98
T01401	R26120	0.98
T01401	R26121	0.98
T01401	R26122	0.98
T01401	R26123	0.98
T01401	R26124	0.98
T01401	R26125	0.98
T01401	R26126	0.98
T01401	R26127	0.98
T01401	R26128	0.98
T01401	R26129	0.98
T01401	R26130	0.98
T01401	R26131	0.98
T01401	R26132	0.98
T01401	R26133	0.98
T01401	R26134	0.98
T01401	R26135	0.98
T01401	R26136	0.98
T01401	R26137	0.98
T01401	R26138	0.98
T01401	R26139	0.98
T01401	R26140	0.98
T01401	R26141	0.98
T01401	R26142	0.98
T01401	R26143	0.98
T01401	R26144	0.98
T01401	R26145	0.98
T01401	R26146	0.98
T01401	R26147	0.98
T01401	R26148	0.98
T01401	R26149	0.98
T01401	R26150	0.98
T01401	R26151	0.98
T01401	R22316	0.98
T01401	R04722	0.98
T01401	R26037	0.98
T01406	R03472	0.98
T01406	R03473	0.98
T01407	R21799	0.98
T01407	R03472	0.98
T01407	R03473	0.98
T01409	R01155	0.98
T01409	R01224	0.98
T01414	R61370	0.98
T01414	R61371	0.98
T01414	R26852	0.98
T01414	R02097	0.98
T01417	R42148	0.98
T01418	R04064	0.98
T01418	R04080	0.98
T01418	R04079	0.98
T01419	R04064	0.98
T01419	R04080	0.98
T01419	R04079	0.98
T01425	R59623	0.98
T01425	R59624	0.98
T01425	R59625	0.98
T01427	R04097	0.98
T01427	R05596	0.98
T01427	R05597	0.98
T01427	R05598	0.98
T01427	R05599	0.98
T01427	R05600	0.98
T01427	R05601	0.98
T01427	R05602	0.98
T01427	R05603	0.98
T01427	R05604	0.98
T01427	R05605	0.98
T01427	R05606	0.98
T01427	R05607	0.98
T01427	R05608	0.98
T01427	R05609	0.98
T01427	R05610	0.98
T01427	R05611	0.98
T01427	R04348	0.98
T01427	R11433	0.98
T01427	R04098	0.98
T01427	R04705	0.98
T01427	R01406	0.98
T01428	R34136	0.98
T01428	R36258	0.98
T01440	R04549	0.98
T01442	R02420	0.98
T01443	R05653	0.98
T01443	R22793	0.98
T01443	R34205	0.98
T01443	R62522	0.98
T01443	R62524	0.98
T01443	R37178	0.98
T01443	R40244	0.98
T01443	R20687	0.98
T01443	R66682	0.98
T01443	R60779	0.98
T01443	R65372	0.98
T01443	R29050	0.98
T01443	R55834	0.98
T01443	R41929	0.98
T01443	R37227	0.98
T01443	R57984	0.98
T01443	R57986	0.98
T01443	R37761	0.98
T01443	R63815	0.98
T01443	R35942	0.98
T01443	R68053	0.98
T01443	R35445	0.98
T01443	R22554	0.98
T01443	R22708	0.98
T01443	R61720	0.98
T01443	R22541	0.98
T01443	R22710	0.98
T01443	R64063	0.98
T01443	R22942	0.98
T01443	R33391	0.98
T01443	R19568	0.98
T01443	R21361	0.98
T01443	R22644	0.98
T01443	R32838	0.98
T01443	R34941	0.98
T01443	R57419	0.98
T01443	R62734	0.98
T01443	R25817	0.98
T01443	R64469	0.98
T01443	R64468	0.98
T01443	R66088	0.98
T01443	R66089	0.98
T01443	R40548	0.98
T01443	R22532	0.98
T01443	R37901	0.98
T01443	R64614	0.98
T01443	R60256	0.98
T01443	R60259	0.98
T01443	R66130	0.98
T01443	R29013	0.98
T01443	R26035	0.98
T01443	R41928	0.98
T01443	R60862	0.98
T01443	R69115	0.98
T01443	R69116	0.98
T01443	R63140	0.98
T01443	R63142	0.98
T01443	R63143	0.98
T01443	R63145	0.98
T01443	R40564	0.98
T01443	R34091	0.98
T01443	R34129	0.98
T01443	R34138	0.98
T01443	R21769	0.98
T01443	R21770	0.98
T01443	R22552	0.98
T01443	R13590	0.98
T01443	R14173	0.98
T01443	R23007	0.98
T01443	R37777	0.98
T01444	R04133	0.98
T01448	R04157	0.98
T01448	R04158	0.98
T01455	R00949	0.98
T01456	R25556	0.98
T01456	R25968	0.98
T01456	R34351	0.98
T01458	R04173	0.98
T01458	R01406	0.98
T01458	R04172	0.98
T01462	R23157	0.98
T01462	R37572	0.98
T01462	R37577	0.98
T01462	R37580	0.98
T01462	R37581	0.98
T01462	R30618	0.98
T01462	R68064	0.98
T01462	R36308	0.98
T01462	R41978	0.98
T01462	R14540	0.98
T01462	R23153	0.98
T01462	R29092	0.98
T01462	R30937	0.98
T01462	R25018	0.98
T01462	R26674	0.98
T01462	R14724	0.98
T01462	R14725	0.98
T01462	R26758	0.98
T01462	R36379	0.98
T01462	R39281	0.98
T01462	R59837	0.98
T01462	R26793	0.98
T01462	R24701	0.98
T01462	R25054	0.98
T01462	R35944	0.98
T01462	R36611	0.98
T01462	R08494	0.98
T01462	R38461	0.98
T01462	R13178	0.98
T01462	R14478	0.98
T01462	R14480	0.98
T01462	R21765	0.98
T01462	R33879	0.98
T01462	R05017	0.98
T01462	R05020	0.98
T01464	R04198	0.98
T01465	R04202	0.98
T01468	R06279	0.98
T01468	R06280	0.98
T01468	R06281	0.98
T01468	R06282	0.98
T01468	R06283	0.98
T01468	R06284	0.98
T01468	R06285	0.98
T01468	R06286	0.98
T01468	R06287	0.98
T01468	R06288	0.98
T01468	R06289	0.98
T01468	R06290	0.98
T01468	R06291	0.98
T01468	R06292	0.98
T01468	R06293	0.98
T01468	R06294	0.98
T01468	R06295	0.98
T01468	R06296	0.98
T01468	R06297	0.98
T01468	R06298	0.98
T01468	R06299	0.98
T01468	R06300	0.98
T01468	R06301	0.98
T01468	R06302	0.98
T01468	R06303	0.98
T01468	R06304	0.98
T01468	R06305	0.98
T01468	R06306	0.98
T01468	R06307	0.98
T01468	R06308	0.98
T01468	R06309	0.98
T01468	R06310	0.98
T01468	R06311	0.98
T01468	R06312	0.98
T01468	R06313	0.98
T01468	R04566	0.98
T01481	R06396	0.98
T01481	R06397	0.98
T01481	R06398	0.98
T01481	R06399	0.98
T01481	R06400	0.98
T01481	R06401	0.98
T01481	R06402	0.98
T01481	R06403	0.98
T01481	R06404	0.98
T01481	R06405	0.98
T01481	R06406	0.98
T01481	R06407	0.98
T01481	R06408	0.98
T01481	R06409	0.98
T01481	R06410	0.98
T01481	R06411	0.98
T01481	R06818	0.98
T01481	R06819	0.98
T01481	R06820	0.98
T01481	R06821	0.98
T01481	R06822	0.98
T01481	R06823	0.98
T01481	R06824	0.98
T01481	R06825	0.98
T01481	R06826	0.98
T01481	R06827	0.98
T01481	R06828	0.98
T01481	R06829	0.98
T01481	R06830	0.98
T01481	R06831	0.98
T01481	R06832	0.98
T01481	R06833	0.98
T01481	R06834	0.98
T01481	R06835	0.98
T01481	R06836	0.98
T01481	R06837	0.98
T01481	R06838	0.98
T01481	R06839	0.98
T01481	R06840	0.98
T01481	R06841	0.98
T01481	R06842	0.98
T01481	R06843	0.98
T01481	R06844	0.98
T01481	R06845	0.98
T01481	R06846	0.98
T01481	R06847	0.98
T01481	R06848	0.98
T01481	R06849	0.98
T01481	R06850	0.98
T01481	R06851	0.98
T01481	R06852	0.98
T01481	R06853	0.98
T01481	R06854	0.98
T01481	R06855	0.98
T01481	R06856	0.98
T01481	R06857	0.98
T01481	R15380	0.98
T01481	R14734	0.98
T01481	R09696	0.98
T01481	R09700	0.98
T01481	R09701	0.98
T01481	R14719	0.98
T01481	R08497	0.98
T01481	R09699	0.98
T01481	R12755	0.98
T01481	R04572	0.98
T01481	R04724	0.98
T01486	R01801	0.98
T01486	R25962	0.98
T01486	R39267	0.98
T01487	R01801	0.98
T01488	R01801	0.98
T01489	R00326	0.98
T01491	R26855	0.98
T01491	R04222	0.98
T01491	R26786	0.98
T01491	R26813	0.98
T01491	R35884	0.98
T01491	R19521	0.98
T01491	R30511	0.98
T01491	R59351	0.98
T01491	R34156	0.98
T01491	R13380	0.98
T01491	R13141	0.98
T01491	R26496	0.98
T01491	R68433	0.98
T01491	R13560	0.98
T01491	R20802	0.98
T01491	R58818	0.98
T01491	R33574	0.98
T01491	R33607	0.98
T01491	R26274	0.98
T01491	R14492	0.98
T01491	R26805	0.98
T01491	R26810	0.98
T01491	R26812	0.98
T01491	R26823	0.98
T01491	R58177	0.98
T01491	R19557	0.98
T01491	R19558	0.98
T01491	R27050	0.98
T01491	R23922	0.98
T01491	R27143	0.98
T01491	R26784	0.98
T01491	R26785	0.98
T01491	R27105	0.98
T01491	R26477	0.98
T01491	R27117	0.98
T01491	R20267	0.98
T01491	R13011	0.98
T01491	R57040	0.98
T01492	R23951	0.98
T01492	R14657	0.98
T01492	R14658	0.98
T01492	R25433	0.98
T01492	R25882	0.98
T01492	R60664	0.98
T01492	R13559	0.98
T01492	R25885	0.98
T01492	R26338	0.98
T01492	R04223	0.98
T01492	R13215	0.98
T01492	R13241	0.98
T01492	R25843	0.98
T01492	R64910	0.98
T01492	R26474	0.98
T01492	R14714	0.98
T01492	R15735	0.98
T01492	R04650	0.98
T01492	R04651	0.98
T01493	R12445	0.98
T01493	R20996	0.98
T01493	R42227	0.98
T01493	R64697	0.98
T01493	R64698	0.98
T01493	R29652	0.98
T01493	R59147	0.98
T01493	R24460	0.98
T01493	R24461	0.98
T01493	R27681	0.98
T01493	R66549	0.98
T01493	R63166	0.98
T01493	R60283	0.98
T01493	R15672	0.98
T01493	R27144	0.98
T01493	R26917	0.98
T01493	R26918	0.98
T01493	R12428	0.98
T01493	R68084	0.98
T01493	R14311	0.98
T01493	R42173	0.98
T01493	R34181	0.98
T01493	R29844	0.98
T01493	R69684	0.98
T01493	R69685	0.98
T01493	R37841	0.98
T01493	R64650	0.98
T01493	R63809	0.98
T01493	R63590	0.98
T01493	R30625	0.98
T01493	R28469	0.98
T01493	R29922	0.98
T01493	R29923	0.98
T01493	R29924	0.98
T01493	R68172	0.98
T01493	R08485	0.98
T01493	R26956	0.98
T01493	R29910	0.98
T01493	R37129	0.98
T01493	R41250	0.98
T01493	R40645	0.98
T01493	R69241	0.98
T01493	R64109	0.98
T01493	R64112	0.98
T01493	R64114	0.98
T01493	R66751	0.98
T01493	R66753	0.98
T01493	R22348	0.98
T01493	R64188	0.98
T01493	R64189	0.98
T01493	R64190	0.98
T01493	R36649	0.98
T01493	R58588	0.98
T01493	R28355	0.98
T01493	R57503	0.98
T01493	R25927	0.98
T01493	R25930	0.98
T01493	R61535	0.98
T01493	R14444	0.98
T01493	R29752	0.98
T01493	R25909	0.98
T01493	R11155	0.98
T01493	R35851	0.98
T01493	R35852	0.98
T01493	R22437	0.98
T01493	R04223	0.98
T01493	R13215	0.98
T01493	R67222	0.98
T01493	R34316	0.98
T01493	R66525	0.98
T01493	R65097	0.98
T01493	R65098	0.98
T01493	R65099	0.98
T01493	R65100	0.98
T01493	R65989	0.98
T01493	R56611	0.98
T01493	R56612	0.98
T01493	R61469	0.98
T01493	R68034	0.98
T01493	R68035	0.98
T01493	R56511	0.98
T01493	R68036	0.98
T01493	R64653	0.98
T01493	R29908	0.98
T01493	R63268	0.98
T01493	R63269	0.98
T01493	R34899	0.98
T01493	R14313	0.98
T01493	R25938	0.98
T01493	R25939	0.98
T01493	R62620	0.98
T01493	R29763	0.98
T01493	R33400	0.98
T01493	R64618	0.98
T01493	R19704	0.98
T01493	R64994	0.98
T01493	R66557	0.98
T01493	R41299	0.98
T01493	R16930	0.98
T01493	R69857	0.98
T01493	R39238	0.98
T01493	R13241	0.98
T01493	R62441	0.98
T01493	R70148	0.98
T01493	R65935	0.98
T01493	R65936	0.98
T01493	R27199	0.98
T01493	R66285	0.98
T01493	R32362	0.98
T01493	R32365	0.98
T01493	R62714	0.98
T01493	R56669	0.98
T01493	R56670	0.98
T01493	R56674	0.98
T01493	R56675	0.98
T01493	R62842	0.98
T01493	R32431	0.98
T01493	R65036	0.98
T01493	R16057	0.98
T01493	R24453	0.98
T01493	R66559	0.98
T01493	R68305	0.98
T01493	R29917	0.98
T01493	R56523	0.98
T01493	R29881	0.98
T01493	R20840	0.98
T01493	R64613	0.98
T01493	R64083	0.98
T01493	R24504	0.98
T01493	R16107	0.98
T01493	R29861	0.98
T01493	R19705	0.98
T01493	R29859	0.98
T01493	R13581	0.98
T01493	R16064	0.98
T01493	R14446	0.98
T01493	R15612	0.98
T01493	R38932	0.98
T01493	R26438	0.98
T01493	R29900	0.98
T01493	R04650	0.98
T01493	R04652	0.98
T01493	R14445	0.98
T01494	R25555	0.98
T01494	R66524	0.98
T01494	R35057	0.98
T01494	R25909	0.98
T01494	R35589	0.98
T01494	R04650	0.98
T01498	R01907	0.98
T01498	R04252	0.98
T01502	R00779	0.98
T01503	R55928	0.98
T01503	R55930	0.98
T01503	R32486	0.98
T01505	R01276	0.98
T01508	R04275	0.98
T01509	R04277	0.98
T01514	R38440	0.98
T01514	R01087	0.98
T01514	R04158	0.98
T01514	R00910	0.98
T01515	R04301	0.98
T01515	R04302	0.98
T01527	R07379	0.98
T01527	R07380	0.98
T01527	R07381	0.98
T01527	R07382	0.98
T01527	R07383	0.98
T01527	R07384	0.98
T01527	R07385	0.98
T01527	R07386	0.98
T01527	R07387	0.98
T01527	R07388	0.98
T01527	R07389	0.98
T01527	R07390	0.98
T01527	R07391	0.98
T01527	R07392	0.98
T01527	R07393	0.98
T01527	R07394	0.98
T01527	R07395	0.98
T01527	R07396	0.98
T01527	R07397	0.98
T01527	R07398	0.98
T01527	R07399	0.98
T01527	R07400	0.98
T01527	R07401	0.98
T01527	R07402	0.98
T01527	R07403	0.98
T01527	R20489	0.98
T01527	R20490	0.98
T01527	R20188	0.98
T01527	R36028	0.98
T01527	R36029	0.98
T01527	R20218	0.98
T01527	R28226	0.98
T01527	R34374	0.98
T01527	R34377	0.98
T01527	R26775	0.98
T01527	R20214	0.98
T01527	R38279	0.98
T01527	R38282	0.98
T01527	R16582	0.98
T01527	R13157	0.98
T01527	R19784	0.98
T01527	R36353	0.98
T01527	R36032	0.98
T01527	R20220	0.98
T01527	R03963	0.98
T01527	R20222	0.98
T01527	R30414	0.98
T01527	R20171	0.98
T01527	R20242	0.98
T01527	R20216	0.98
T01527	R04713	0.98
T01528	R07404	0.98
T01528	R07405	0.98
T01528	R07406	0.98
T01528	R07407	0.98
T01528	R07408	0.98
T01528	R07409	0.98
T01528	R07410	0.98
T01528	R07411	0.98
T01528	R07412	0.98
T01528	R07413	0.98
T01528	R07414	0.98
T01528	R07415	0.98
T01528	R07416	0.98
T01528	R07417	0.98
T01528	R07418	0.98
T01528	R07419	0.98
T01528	R07420	0.98
T01528	R07421	0.98
T01528	R07422	0.98
T01528	R07423	0.98
T01528	R07424	0.98
T01528	R07425	0.98
T01528	R07426	0.98
T01528	R07427	0.98
T01528	R07428	0.98
T01528	R07429	0.98
T01528	R07430	0.98
T01528	R07431	0.98
T01528	R07432	0.98
T01528	R07433	0.98
T01528	R07434	0.98
T01528	R07435	0.98
T01528	R07436	0.98
T01528	R07437	0.98
T01528	R07438	0.98
T01528	R07439	0.98
T01528	R04714	0.98
T01542	R22101	0.98
T01542	R61766	0.98
T01542	R04555	0.98
T01542	R33988	0.98
T01542	R62781	0.98
T01542	R30591	0.98
T01542	R57951	0.98
T01542	R57955	0.98
T01542	R57956	0.98
T01542	R57957	0.98
T01542	R57959	0.98
T01542	R21009	0.98
T01542	R59630	0.98
T01542	R30885	0.98
T01542	R60817	0.98
T01542	R41214	0.98
T01542	R41215	0.98
T01542	R60137	0.98
T01542	R04349	0.98
T01542	R25316	0.98
T01542	R57567	0.98
T01542	R09600	0.98
T01542	R09601	0.98
T01542	R66646	0.98
T01542	R25508	0.98
T01542	R31205	0.98
T01542	R35293	0.98
T01542	R58991	0.98
T01542	R66296	0.98
T01542	R04352	0.98
T01542	R04353	0.98
T01542	R25950	0.98
T01542	R24728	0.98
T01542	R69920	0.98
T01542	R66274	0.98
T01542	R55832	0.98
T01542	R66187	0.98
T01542	R62086	0.98
T01542	R04381	0.98
T01542	R04382	0.98
T01542	R61209	0.98
T01542	R61210	0.98
T01542	R61211	0.98
T01542	R61212	0.98
T01542	R61718	0.98
T01542	R66654	0.98
T01542	R55929	0.98
T01542	R55934	0.98
T01542	R63798	0.98
T01542	R63513	0.98
T01542	R25607	0.98
T01542	R09798	0.98
T01542	R63494	0.98
T01542	R33986	0.98
T01542	R33987	0.98
T01542	R37461	0.98
T01542	R38032	0.98
T01542	R61191	0.98
T01542	R61195	0.98
T01542	R61198	0.98
T01542	R61201	0.98
T01542	R38719	0.98
T01542	R66487	0.98
T01542	R59914	0.98
T01542	R59576	0.98
T01542	R67974	0.98
T01542	R39260	0.98
T01542	R68759	0.98
T01542	R68760	0.98
T01542	R68761	0.98
T01542	R68762	0.98
T01542	R68763	0.98
T01542	R61215	0.98
T01542	R61216	0.98
T01542	R61217	0.98
T01542	R61218	0.98
T01542	R61219	0.98
T01542	R04386	0.98
T01542	R66414	0.98
T01542	R66426	0.98
T01542	R65063	0.98
T01542	R65065	0.98
T01542	R65067	0.98
T01542	R58893	0.98
T01542	R67203	0.98
T01542	R66376	0.98
T01542	R66380	0.98
T01542	R22203	0.98
T01542	R25714	0.98
T01542	R25717	0.98
T01542	R64950	0.98
T01542	R61545	0.98
T01542	R66455	0.98
T01542	R66456	0.98
T01542	R66457	0.98
T01542	R24471	0.98
T01542	R62594	0.98
T01542	R62596	0.98
T01542	R21646	0.98
T01542	R65321	0.98
T01542	R09599	0.98
T01542	R25484	0.98
T01542	R64240	0.98
T01542	R64241	0.98
T01542	R64244	0.98
T01544	R04555	0.98
T01544	R41210	0.98
T01544	R41213	0.98
T01544	R41214	0.98
T01544	R41215	0.98
T01544	R31205	0.98
T01544	R67974	0.98
T01544	R39260	0.98
T01544	R64241	0.98
T01544	R64244	0.98
T01545	R04555	0.98
T01545	R09600	0.98
T01545	R25908	0.98
T01545	R09599	0.98
T01545	R09542	0.98
T01545	R09543	0.98
T01546	R22101	0.98
T01546	R04555	0.98
T01546	R25986	0.98
T01546	R66915	0.98
T01546	R66924	0.98
T01546	R66926	0.98
T01546	R66927	0.98
T01546	R66928	0.98
T01546	R30591	0.98
T01546	R60817	0.98
T01546	R60142	0.98
T01546	R08679	0.98
T01546	R09600	0.98
T01546	R24728	0.98
T01546	R61392	0.98
T01546	R30955	0.98
T01546	R63616	0.98
T01546	R08847	0.98
T01546	R39260	0.98
T01546	R29521	0.98
T01546	R09599	0.98
T01546	R25613	0.98
T01548	R12895	0.98
T01548	R25547	0.98
T01548	R29524	0.98
T01553	R15486	0.98
T01553	R24491	0.98
T01553	R15381	0.98
T01553	R15386	0.98
T01553	R15387	0.98
T01553	R15442	0.98
T01553	R23005	0.98
T01553	R41506	0.98
T01553	R36620	0.98
T01553	R21435	0.98
T01553	R29769	0.98
T01553	R23808	0.98
T01553	R36621	0.98
T01553	R36622	0.98
T01553	R15371	0.98
T01553	R15372	0.98
T01553	R34642	0.98
T01553	R34644	0.98
T01553	R56772	0.98
T01553	R56773	0.98
T01553	R56776	0.98
T01553	R15441	0.98
T01553	R15430	0.98
T01553	R15438	0.98
T01553	R15440	0.98
T01553	R15417	0.98
T01553	R24228	0.98
T01553	R16108	0.98
T01553	R63238	0.98
T01553	R63240	0.98
T01553	R60240	0.98
T01556	R24183	0.98
T01556	R22195	0.98
T01556	R31889	0.98
T01556	R31890	0.98
T01556	R31891	0.98
T01556	R18536	0.98
T01556	R19294	0.98
T01556	R26039	0.98
T01556	R31211	0.98
T01556	R28157	0.98
T01556	R04416	0.98
T01556	R22190	0.98
T01556	R31366	0.98
T01556	R31016	0.98
T01556	R41841	0.98
T01556	R41842	0.98
T01556	R21206	0.98
T01556	R31245	0.98
T01556	R20296	0.98
T01556	R20297	0.98
T01556	R28174	0.98
T01556	R13175	0.98
T01556	R13177	0.98
T01556	R28173	0.98
T01556	R37141	0.98
T01556	R37142	0.98
T01556	R21130	0.98
T01556	R21060	0.98
T01556	R21061	0.98
T01556	R21062	0.98
T01556	R21063	0.98
T01556	R21064	0.98
T01556	R21065	0.98
T01556	R21066	0.98
T01556	R21067	0.98
T01556	R31911	0.98
T01556	R28421	0.98
T01556	R28422	0.98
T01556	R28423	0.98
T01556	R19465	0.98
T01556	R19307	0.98
T01556	R29996	0.98
T01556	R18554	0.98
T01556	R28444	0.98
T01556	R04430	0.98
T01556	R19305	0.98
T01556	R19438	0.98
T01556	R31640	0.98
T01556	R19452	0.98
T01556	R25109	0.98
T01556	R30415	0.98
T01556	R31238	0.98
T01556	R04919	0.98
T01556	R04920	0.98
T01557	R28157	0.98
T01557	R04919	0.98
T01557	R04920	0.98
T01558	R24183	0.98
T01558	R30818	0.98
T01558	R30112	0.98
T01558	R30113	0.98
T01558	R18671	0.98
T01558	R18672	0.98
T01558	R28157	0.98
T01558	R21578	0.98
T01558	R19455	0.98
T01558	R37141	0.98
T01558	R37142	0.98
T01558	R31911	0.98
T01558	R24626	0.98
T01558	R24625	0.98
T01558	R19288	0.98
T01558	R30415	0.98
T01558	R04919	0.98
T01558	R04920	0.98
T01560	R68806	0.98
T01560	R68808	0.98
T01560	R31366	0.98
T01560	R31441	0.98
T01560	R31642	0.98
T01560	R30370	0.98
T01560	R31245	0.98
T01560	R31277	0.98
T01560	R41721	0.98
T01560	R41725	0.98
T01560	R31229	0.98
T01560	R31590	0.98
T01560	R41749	0.98
T01560	R13175	0.98
T01560	R13177	0.98
T01560	R19664	0.98
T01560	R19665	0.98
T01560	R69835	0.98
T01573	R14657	0.98
T01573	R14658	0.98
T01573	R04223	0.98
T01573	R14714	0.98
T01573	R04650	0.98
T01573	R04651	0.98
T01577	R31033	0.98
T01577	R30825	0.98
T01577	R28469	0.98
T01577	R25927	0.98
T01577	R25930	0.98
T01577	R36238	0.98
T01577	R36240	0.98
T01577	R36241	0.98
T01577	R36242	0.98
T01577	R25909	0.98
T01577	R11154	0.98
T01577	R11155	0.98
T01577	R26378	0.98
T01577	R25470	0.98
T01577	R25471	0.98
T01577	R16930	0.98
T01577	R13241	0.98
T01577	R13242	0.98
T01577	R39482	0.98
T01577	R31000	0.98
T01577	R56044	0.98
T01577	R04650	0.98
T01580	R24227	0.98
T01580	R30603	0.98
T01580	R68191	0.98
T01580	R68197	0.98
T01580	R13321	0.98
T01580	R33462	0.98
T01580	R62461	0.98
T01580	R57384	0.98
T01580	R57387	0.98
T01580	R57389	0.98
T01580	R57391	0.98
T01580	R62605	0.98
T01580	R32883	0.98
T01580	R19526	0.98
T01580	R19527	0.98
T01580	R61729	0.98
T01580	R29822	0.98
T01580	R24094	0.98
T01580	R11115	0.98
T01580	R11183	0.98
T01580	R30133	0.98
T01580	R35847	0.98
T01580	R41568	0.98
T01580	R33498	0.98
T01580	R33499	0.98
T01580	R60503	0.98
T01580	R60504	0.98
T01580	R60650	0.98
T01580	R69714	0.98
T01580	R69715	0.98
T01580	R23774	0.98
T01580	R66267	0.98
T01580	R66268	0.98
T01580	R25470	0.98
T01580	R25471	0.98
T01580	R64633	0.98
T01580	R29824	0.98
T01580	R55969	0.98
T01580	R41564	0.98
T01580	R37809	0.98
T01580	R19668	0.98
T01580	R25447	0.98
T01580	R29233	0.98
T01580	R29236	0.98
T01580	R62306	0.98
T01580	R62307	0.98
T01580	R27186	0.98
T01580	R27188	0.98
T01580	R27191	0.98
T01580	R34735	0.98
T01580	R33282	0.98
T01580	R33284	0.98
T01580	R33285	0.98
T01580	R33286	0.98
T01580	R26945	0.98
T01580	R04650	0.98
T01583	R05140	0.98
T01583	R32837	0.98
T01583	R32835	0.98
T01583	R32836	0.98
T01596	R14307	0.98
T01599	R12541	0.98
T01599	R12542	0.98
T01599	R12543	0.98
T01599	R12544	0.98
T01599	R12545	0.98
T01599	R12546	0.98
T01599	R12547	0.98
T01599	R12548	0.98
